Section rank,Number of disrupted edges,Disrupted edges,Flow trains,Gauge,Trips analysed,Intact Trips,Rerouted Trips,Blocked Trips,Avg Detour (mi),Avg Delay (min)
201,29,"[((1.1473921, 52.0345932), (1.1475248, 52.034754)), ((1.1475248, 52.034754), (1.1492366, 52.0375697)), ((1.145245, 52.0325538), (1.1473921, 52.0345932)), ((1.1492366, 52.0375697), (1.1492822, 52.0376675)), ((1.144961, 52.0323354), (1.145245, 52.0325538)), ((1.1492822, 52.0376675), (1.1514708, 52.0421538)), ((1.1298862, 52.0259415), (1.144961, 52.0323354)), ((1.1514708, 52.0421538), (1.1515296, 52.0453805)), ((1.1294451, 52.0257885), (1.1298862, 52.0259415)), ((1.1499859, 52.0475776), (1.1515296, 52.0453805)), ((1.1260766, 52.0246698), (1.1294451, 52.0257885)), ((1.146696, 52.0497286), (1.1499859, 52.0475776)), ((1.1259827, 52.0246433), (1.1260766, 52.0246698)), ((1.1465557, 52.0497823), (1.146696, 52.0497286)), ((1.1158893, 52.0214712), (1.1259827, 52.0246433)), ((1.1090322, 52.0184915), (1.1158893, 52.0214712)), ((1.095478, 52.0087786), (1.1090322, 52.0184915)), ((1.0864798, 51.9710277), (1.095478, 52.0087786)), ((1.085478, 51.9682863), (1.0864798, 51.9710277)), ((1.0767435, 51.9598911), (1.085478, 51.9682863)), ((1.0734921, 51.9574261), (1.0767435, 51.9598911)), ((1.0700306, 51.9556971), (1.0734921, 51.9574261)), ((1.0609478, 51.9528998), (1.0700306, 51.9556971)), ((1.0598644, 51.9525995), (1.0609478, 51.9528998)), ((1.056852, 51.9517149), (1.0598644, 51.9525995)), ((1.055707, 51.9513779), (1.056852, 51.9517149)), ((1.0552003, 51.9512285), (1.055707, 51.9513779)), ((1.0551441, 51.9512123), (1.0552003, 51.9512285)), ((1.0549705, 51.9511611), (1.0551441, 51.9512123))]",131,Gauge 6,5211,5080 (97.5%),131 (2.5%),0 (0.0%),14.46,21.1
201,29,"[((1.1473921, 52.0345932), (1.1475248, 52.034754)), ((1.1475248, 52.034754), (1.1492366, 52.0375697)), ((1.145245, 52.0325538), (1.1473921, 52.0345932)), ((1.1492366, 52.0375697), (1.1492822, 52.0376675)), ((1.144961, 52.0323354), (1.145245, 52.0325538)), ((1.1492822, 52.0376675), (1.1514708, 52.0421538)), ((1.1298862, 52.0259415), (1.144961, 52.0323354)), ((1.1514708, 52.0421538), (1.1515296, 52.0453805)), ((1.1294451, 52.0257885), (1.1298862, 52.0259415)), ((1.1499859, 52.0475776), (1.1515296, 52.0453805)), ((1.1260766, 52.0246698), (1.1294451, 52.0257885)), ((1.146696, 52.0497286), (1.1499859, 52.0475776)), ((1.1259827, 52.0246433), (1.1260766, 52.0246698)), ((1.1465557, 52.0497823), (1.146696, 52.0497286)), ((1.1158893, 52.0214712), (1.1259827, 52.0246433)), ((1.1090322, 52.0184915), (1.1158893, 52.0214712)), ((1.095478, 52.0087786), (1.1090322, 52.0184915)), ((1.0864798, 51.9710277), (1.095478, 52.0087786)), ((1.085478, 51.9682863), (1.0864798, 51.9710277)), ((1.0767435, 51.9598911), (1.085478, 51.9682863)), ((1.0734921, 51.9574261), (1.0767435, 51.9598911)), ((1.0700306, 51.9556971), (1.0734921, 51.9574261)), ((1.0609478, 51.9528998), (1.0700306, 51.9556971)), ((1.0598644, 51.9525995), (1.0609478, 51.9528998)), ((1.056852, 51.9517149), (1.0598644, 51.9525995)), ((1.055707, 51.9513779), (1.056852, 51.9517149)), ((1.0552003, 51.9512285), (1.055707, 51.9513779)), ((1.0551441, 51.9512123), (1.0552003, 51.9512285)), ((1.0549705, 51.9511611), (1.0551441, 51.9512123))]",131,Gauge 10,864,861 (99.7%),3 (0.3%),0 (0.0%),28.41,89.7
202,1,"[((-1.2579797, 52.3804973), (-1.2450539, 52.3781396))]",131,Gauge 6,5211,5183 (99.5%),28 (0.5%),0 (0.0%),0.17,0.4
202,1,"[((-1.2579797, 52.3804973), (-1.2450539, 52.3781396))]",131,Gauge 10,864,863 (99.9%),1 (0.1%),0 (0.0%),0.15,0.0
203,31,"[((0.4591366, 51.725909), (0.4595733, 51.7266131)), ((0.4522184, 51.7156232), (0.4591366, 51.725909)), ((0.4595733, 51.7266131), (0.460674, 51.7283907)), ((0.4514275, 51.7145709), (0.4522184, 51.7156232)), ((0.460674, 51.7283907), (0.4627611, 51.7317656)), ((0.44825, 51.7107549), (0.4514275, 51.7145709)), ((0.4627611, 51.7317656), (0.4639092, 51.7333407)), ((0.4480751, 51.71056), (0.44825, 51.7107549)), ((0.4639092, 51.7333407), (0.4652599, 51.7345413)), ((0.4434206, 51.7053507), (0.4480751, 51.71056)), ((0.4652599, 51.7345413), (0.4682113, 51.736281)), ((0.4432911, 51.7052077), (0.4434206, 51.7053507)), ((0.4682113, 51.736281), (0.4683361, 51.7363405)), ((0.439543, 51.7009624), (0.4432911, 51.7052077)), ((0.4683361, 51.7363405), (0.469004, 51.7366169)), ((0.439433, 51.7008442), (0.439543, 51.7009624)), ((0.4267172, 51.6892061), (0.439433, 51.7008442)), ((0.4265516, 51.6890884), (0.4267172, 51.6892061)), ((0.4198912, 51.6850457), (0.4265516, 51.6890884)), ((0.4197397, 51.6849672), (0.4198912, 51.6850457)), ((0.4032474, 51.676742), (0.4197397, 51.6849672)), ((0.3906191, 51.6703915), (0.4032474, 51.676742)), ((0.3863167, 51.6680841), (0.3906191, 51.6703915)), ((0.3722681, 51.6602711), (0.3863167, 51.6680841)), ((0.3720835, 51.6601502), (0.3722681, 51.6602711)), ((0.3693562, 51.6584598), (0.3720835, 51.6601502)), ((0.3691628, 51.658336), (0.3693562, 51.6584598)), ((0.3415185, 51.6398088), (0.3691628, 51.658336)), ((0.3412591, 51.639627), (0.3415185, 51.6398088)), ((0.3395964, 51.6384427), (0.3412591, 51.639627)), ((0.3352773, 51.6351625), (0.3395964, 51.6384427))]",130,Gauge 6,5211,5078 (97.4%),133 (2.6%),0 (0.0%),3.92,11.5
203,31,"[((0.4591366, 51.725909), (0.4595733, 51.7266131)), ((0.4522184, 51.7156232), (0.4591366, 51.725909)), ((0.4595733, 51.7266131), (0.460674, 51.7283907)), ((0.4514275, 51.7145709), (0.4522184, 51.7156232)), ((0.460674, 51.7283907), (0.4627611, 51.7317656)), ((0.44825, 51.7107549), (0.4514275, 51.7145709)), ((0.4627611, 51.7317656), (0.4639092, 51.7333407)), ((0.4480751, 51.71056), (0.44825, 51.7107549)), ((0.4639092, 51.7333407), (0.4652599, 51.7345413)), ((0.4434206, 51.7053507), (0.4480751, 51.71056)), ((0.4652599, 51.7345413), (0.4682113, 51.736281)), ((0.4432911, 51.7052077), (0.4434206, 51.7053507)), ((0.4682113, 51.736281), (0.4683361, 51.7363405)), ((0.439543, 51.7009624), (0.4432911, 51.7052077)), ((0.4683361, 51.7363405), (0.469004, 51.7366169)), ((0.439433, 51.7008442), (0.439543, 51.7009624)), ((0.4267172, 51.6892061), (0.439433, 51.7008442)), ((0.4265516, 51.6890884), (0.4267172, 51.6892061)), ((0.4198912, 51.6850457), (0.4265516, 51.6890884)), ((0.4197397, 51.6849672), (0.4198912, 51.6850457)), ((0.4032474, 51.676742), (0.4197397, 51.6849672)), ((0.3906191, 51.6703915), (0.4032474, 51.676742)), ((0.3863167, 51.6680841), (0.3906191, 51.6703915)), ((0.3722681, 51.6602711), (0.3863167, 51.6680841)), ((0.3720835, 51.6601502), (0.3722681, 51.6602711)), ((0.3693562, 51.6584598), (0.3720835, 51.6601502)), ((0.3691628, 51.658336), (0.3693562, 51.6584598)), ((0.3415185, 51.6398088), (0.3691628, 51.658336)), ((0.3412591, 51.639627), (0.3415185, 51.6398088)), ((0.3395964, 51.6384427), (0.3412591, 51.639627)), ((0.3352773, 51.6351625), (0.3395964, 51.6384427))]",130,Gauge 10,864,863 (99.9%),1 (0.1%),0 (0.0%),0.00,1.0
204,5,"[((-0.9881236, 51.4597995), (-0.9878157, 51.4599796)), ((-0.9878157, 51.4599796), (-0.9863779, 51.4604974)), ((-0.9892651, 51.457367), (-0.9881236, 51.4597995)), ((-0.9863779, 51.4604974), (-0.9855003, 51.4606214)), ((-0.9855003, 51.4606214), (-0.9805288, 51.460212))]",130,Gauge 6,5211,4953 (95.0%),258 (5.0%),0 (0.0%),0.41,2.7
204,5,"[((-0.9881236, 51.4597995), (-0.9878157, 51.4599796)), ((-0.9878157, 51.4599796), (-0.9863779, 51.4604974)), ((-0.9892651, 51.457367), (-0.9881236, 51.4597995)), ((-0.9863779, 51.4604974), (-0.9855003, 51.4606214)), ((-0.9855003, 51.4606214), (-0.9805288, 51.460212))]",130,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
205,1,"[((-3.6821947, 55.6927639), (-3.6628247, 55.6888076))]",130,Gauge 6,5211,5108 (98.0%),103 (2.0%),0 (0.0%),0.02,2.0
205,1,"[((-3.6821947, 55.6927639), (-3.6628247, 55.6888076))]",130,Gauge 10,864,780 (90.3%),84 (9.7%),0 (0.0%),0.02,2.0
206,1,"[((-2.7747135, 54.1272871), (-2.77357, 54.1280268))]",130,Gauge 6,5211,5188 (99.6%),23 (0.4%),0 (0.0%),0.11,2.0
206,1,"[((-2.7747135, 54.1272871), (-2.77357, 54.1280268))]",130,Gauge 10,864,861 (99.7%),3 (0.3%),0 (0.0%),0.11,2.0
207,1,"[((-0.2078456, 51.7927644), (-0.2036043, 51.8007536))]",130,Gauge 6,5211,4909 (94.2%),302 (5.8%),0 (0.0%),0.10,1.2
207,1,"[((-0.2078456, 51.7927644), (-0.2036043, 51.8007536))]",130,Gauge 10,864,851 (98.5%),13 (1.5%),0 (0.0%),2.94,12.8
208,1,"[((0.3350759, 51.6349999), (0.3350962, 51.6348915))]",130,Gauge 6,5211,5083 (97.5%),128 (2.5%),0 (0.0%),0.72,1.3
208,1,"[((0.3350759, 51.6349999), (0.3350962, 51.6348915))]",130,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
209,1,"[((0.3350759, 51.6349999), (0.3352773, 51.6351625))]",129,Gauge 6,5211,5079 (97.5%),132 (2.5%),0 (0.0%),0.63,1.6
209,1,"[((0.3350759, 51.6349999), (0.3352773, 51.6351625))]",129,Gauge 10,864,863 (99.9%),1 (0.1%),0 (0.0%),0.00,1.0
210,1,"[((-1.1397271, 53.5264437), (-1.1397177, 53.5265858))]",129,Gauge 6,5211,5188 (99.6%),23 (0.4%),0 (0.0%),0.01,1.1
210,1,"[((-1.1397271, 53.5264437), (-1.1397177, 53.5265858))]",129,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
211,18,"[((0.3637601, 51.6389405), (0.3856222, 51.6344154)), ((0.3856222, 51.6344154), (0.3862769, 51.6342827)), ((0.3636038, 51.6389705), (0.3637601, 51.6389405)), ((0.3862769, 51.6342827), (0.4716308, 51.6240955)), ((0.3585201, 51.6399286), (0.3636038, 51.6389705)), ((0.4716308, 51.6240955), (0.471847, 51.6241314)), ((0.3582304, 51.6399661), (0.3585201, 51.6399286)), ((0.471847, 51.6241314), (0.4814151, 51.6251356)), ((0.3448918, 51.6395782), (0.3582304, 51.6399661)), ((0.4814151, 51.6251356), (0.4816183, 51.6251337)), ((0.3352938, 51.6350462), (0.3448918, 51.6395782)), ((0.4816183, 51.6251337), (0.5044225, 51.6216154)), ((0.3350962, 51.6348915), (0.3352938, 51.6350462)), ((0.5044225, 51.6216154), (0.5045244, 51.6215929)), ((0.5045244, 51.6215929), (0.5212815, 51.6137752)), ((0.5212815, 51.6137752), (0.5214688, 51.6136724)), ((0.5214688, 51.6136724), (0.5239979, 51.6122833)), ((0.5239979, 51.6122833), (0.524179, 51.6121871))]",128,Gauge 6,5211,4865 (93.4%),346 (6.6%),0 (0.0%),0.27,2.0
211,18,"[((0.3637601, 51.6389405), (0.3856222, 51.6344154)), ((0.3856222, 51.6344154), (0.3862769, 51.6342827)), ((0.3636038, 51.6389705), (0.3637601, 51.6389405)), ((0.3862769, 51.6342827), (0.4716308, 51.6240955)), ((0.3585201, 51.6399286), (0.3636038, 51.6389705)), ((0.4716308, 51.6240955), (0.471847, 51.6241314)), ((0.3582304, 51.6399661), (0.3585201, 51.6399286)), ((0.471847, 51.6241314), (0.4814151, 51.6251356)), ((0.3448918, 51.6395782), (0.3582304, 51.6399661)), ((0.4814151, 51.6251356), (0.4816183, 51.6251337)), ((0.3352938, 51.6350462), (0.3448918, 51.6395782)), ((0.4816183, 51.6251337), (0.5044225, 51.6216154)), ((0.3350962, 51.6348915), (0.3352938, 51.6350462)), ((0.5044225, 51.6216154), (0.5045244, 51.6215929)), ((0.5045244, 51.6215929), (0.5212815, 51.6137752)), ((0.5212815, 51.6137752), (0.5214688, 51.6136724)), ((0.5214688, 51.6136724), (0.5239979, 51.6122833)), ((0.5239979, 51.6122833), (0.524179, 51.6121871))]",128,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
212,5,"[((-0.2150571, 51.5247676), (-0.2119027, 51.5241906)), ((-0.2166848, 51.5250186), (-0.2150571, 51.5247676)), ((-0.2119027, 51.5241906), (-0.2054296, 51.5225176)), ((-0.2202434, 51.525458), (-0.2166848, 51.5250186)), ((-0.2365021, 51.5255598), (-0.2202434, 51.525458))]",128,Gauge 6,5211,5076 (97.4%),135 (2.6%),0 (0.0%),2.40,0.3
212,5,"[((-0.2150571, 51.5247676), (-0.2119027, 51.5241906)), ((-0.2166848, 51.5250186), (-0.2150571, 51.5247676)), ((-0.2119027, 51.5241906), (-0.2054296, 51.5225176)), ((-0.2202434, 51.525458), (-0.2166848, 51.5250186)), ((-0.2365021, 51.5255598), (-0.2202434, 51.525458))]",128,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
213,2,"[((-1.2429019, 52.3774957), (-1.2374184, 52.3755187)), ((-1.2374184, 52.3755187), (-1.2288568, 52.3712483))]",127,Gauge 6,5211,5126 (98.4%),85 (1.6%),0 (0.0%),1.96,6.3
213,2,"[((-1.2429019, 52.3774957), (-1.2374184, 52.3755187)), ((-1.2374184, 52.3755187), (-1.2288568, 52.3712483))]",127,Gauge 10,864,855 (99.0%),9 (1.0%),0 (0.0%),5.25,12.9
214,7,"[((-0.6303004, 53.5924294), (-0.6296687, 53.5927514)), ((-0.6303469, 53.5924026), (-0.6303004, 53.5924294)), ((-0.6296687, 53.5927514), (-0.62963, 53.5927718)), ((-0.6321776, 53.5913168), (-0.6303469, 53.5924026)), ((-0.6402555, 53.5880519), (-0.6321776, 53.5913168)), ((-0.6485177, 53.586991), (-0.6402555, 53.5880519)), ((-0.6491542, 53.5868373), (-0.6485177, 53.586991))]",127,Gauge 6,5211,5081 (97.5%),130 (2.5%),0 (0.0%),0.07,1.3
214,7,"[((-0.6303004, 53.5924294), (-0.6296687, 53.5927514)), ((-0.6303469, 53.5924026), (-0.6303004, 53.5924294)), ((-0.6296687, 53.5927514), (-0.62963, 53.5927718)), ((-0.6321776, 53.5913168), (-0.6303469, 53.5924026)), ((-0.6402555, 53.5880519), (-0.6321776, 53.5913168)), ((-0.6485177, 53.586991), (-0.6402555, 53.5880519)), ((-0.6491542, 53.5868373), (-0.6485177, 53.586991))]",127,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
215,3,"[((0.513246, 51.5601644), (np.float64(0.5242262), np.float64(51.6122452))), ((0.5090516, 51.5601667), (0.513246, 51.5601644)), ((0.524179, 51.6121871), (np.float64(0.5242262), np.float64(51.6122452)))]",127,Gauge 6,5211,4859 (93.2%),352 (6.8%),0 (0.0%),2.96,59.2
215,3,"[((0.513246, 51.5601644), (np.float64(0.5242262), np.float64(51.6122452))), ((0.5090516, 51.5601667), (0.513246, 51.5601644)), ((0.524179, 51.6121871), (np.float64(0.5242262), np.float64(51.6122452)))]",127,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
216,2,"[((-2.4338317, 53.0910109), (-2.4335487, 53.0903917)), ((-2.43391, 53.091162), (-2.4338317, 53.0910109))]",127,Gauge 6,5211,5209 (100.0%),2 (0.0%),0 (0.0%),0.15,0.0
216,2,"[((-2.4338317, 53.0910109), (-2.4335487, 53.0903917)), ((-2.43391, 53.091162), (-2.4338317, 53.0910109))]",127,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
217,3,"[((-1.1176845, 53.50274), (-1.1167492, 53.5025228)), ((-1.1167492, 53.5025228), (-1.1157892, 53.5023067)), ((-1.1392101, 53.512871), (-1.1176845, 53.50274))]",126,Gauge 6,5211,5164 (99.1%),47 (0.9%),0 (0.0%),0.47,0.0
217,3,"[((-1.1176845, 53.50274), (-1.1167492, 53.5025228)), ((-1.1167492, 53.5025228), (-1.1157892, 53.5023067)), ((-1.1392101, 53.512871), (-1.1176845, 53.50274))]",126,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
218,1,"[((-2.1146786, 53.4745299), (-2.1096893, 53.4746008))]",126,Gauge 6,5211,5074 (97.4%),137 (2.6%),0 (0.0%),0.49,3.8
218,1,"[((-2.1146786, 53.4745299), (-2.1096893, 53.4746008))]",126,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
219,11,"[((-0.2453308, 51.9407177), (-0.2449153, 51.9404521)), ((-0.2449153, 51.9404521), (-0.2338165, 51.9334061)), ((-0.2519088, 51.9448631), (-0.2453308, 51.9407177)), ((-0.2338165, 51.9334061), (-0.2335559, 51.9332429)), ((-0.252143, 51.9450147), (-0.2519088, 51.9448631)), ((-0.2335559, 51.9332429), (-0.2319498, 51.9322268)), ((-0.2629542, 51.9532276), (-0.252143, 51.9450147)), ((-0.2319498, 51.9322268), (-0.2316094, 51.9320165)), ((-0.2316094, 51.9320165), (-0.2086229, 51.9046975)), ((-0.2086229, 51.9046975), (-0.2083249, 51.9041629)), ((-0.2083249, 51.9041629), (-0.2059608, 51.899876))]",125,Gauge 6,5211,5183 (99.5%),28 (0.5%),0 (0.0%),0.99,13.1
219,11,"[((-0.2453308, 51.9407177), (-0.2449153, 51.9404521)), ((-0.2449153, 51.9404521), (-0.2338165, 51.9334061)), ((-0.2519088, 51.9448631), (-0.2453308, 51.9407177)), ((-0.2338165, 51.9334061), (-0.2335559, 51.9332429)), ((-0.252143, 51.9450147), (-0.2519088, 51.9448631)), ((-0.2335559, 51.9332429), (-0.2319498, 51.9322268)), ((-0.2629542, 51.9532276), (-0.252143, 51.9450147)), ((-0.2319498, 51.9322268), (-0.2316094, 51.9320165)), ((-0.2316094, 51.9320165), (-0.2086229, 51.9046975)), ((-0.2086229, 51.9046975), (-0.2083249, 51.9041629)), ((-0.2083249, 51.9041629), (-0.2059608, 51.899876))]",125,Gauge 10,864,856 (99.1%),0 (0.0%),8 (0.9%),0,0
220,1,"[((1.1284679, 52.0569248), (1.130265, 52.0556363))]",125,Gauge 6,5211,5096 (97.8%),115 (2.2%),0 (0.0%),0.24,0.4
220,1,"[((1.1284679, 52.0569248), (1.130265, 52.0556363))]",125,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
221,3,"[((-0.2503371, 52.5738041), (-0.2476572, 52.5690169)), ((-0.2514287, 52.5754264), (-0.2503371, 52.5738041)), ((-0.2520668, 52.5766644), (-0.2514287, 52.5754264))]",125,Gauge 6,5211,5197 (99.7%),14 (0.3%),0 (0.0%),0.00,2.0
221,3,"[((-0.2503371, 52.5738041), (-0.2476572, 52.5690169)), ((-0.2514287, 52.5754264), (-0.2503371, 52.5738041)), ((-0.2520668, 52.5766644), (-0.2514287, 52.5754264))]",125,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
222,1,"[((-0.122332, 51.5997801), (-0.1190996, 51.5966074))]",125,Gauge 6,5211,4909 (94.2%),302 (5.8%),0 (0.0%),0.00,1.0
222,1,"[((-0.122332, 51.5997801), (-0.1190996, 51.5966074))]",125,Gauge 10,864,847 (98.0%),17 (2.0%),0 (0.0%),0.00,1.0
223,92,"[((-2.031593, 53.532699), (-2.0315151, 53.5327732)), ((-2.0338772, 53.528627), (-2.031593, 53.532699)), ((-2.0315151, 53.5327732), (-2.0272987, 53.535013)), ((-2.0338845, 53.5285241), (-2.0338772, 53.528627)), ((-2.0272987, 53.535013), (-2.027106, 53.5350698)), ((-2.0396233, 53.5197431), (-2.0338845, 53.5285241)), ((-2.027106, 53.5350698), (-2.022772, 53.5361453)), ((-2.0397276, 53.5196499), (-2.0396233, 53.5197431)), ((-2.022772, 53.5361453), (-2.0225244, 53.5362039)), ((-2.0412301, 53.5093878), (-2.0397276, 53.5196499)), ((-2.0225244, 53.5362039), (-2.0095545, 53.5452974)), ((-2.0422503, 53.5079394), (-2.0412301, 53.5093878)), ((-2.0095545, 53.5452974), (-2.0095437, 53.5453523)), ((-2.0422503, 53.5079394), (-2.0421359, 53.5013582)), ((-2.0095437, 53.5453523), (-2.0083269, 53.5518284)), ((-2.0421359, 53.5013582), (-2.041988, 53.5010021)), ((-2.0083269, 53.5518284), (-2.0074158, 53.5540219)), ((-2.0474338, 53.4910293), (-2.041988, 53.5010021)), ((-2.0074158, 53.5540219), (-2.0065029, 53.5551043)), ((-2.0476019, 53.4907797), (-2.0474338, 53.4910293)), ((-2.0065029, 53.5551043), (-1.9915545, 53.5683522)), ((-2.0496259, 53.4883477), (-2.0476019, 53.4907797)), ((-1.9915545, 53.5683522), (-1.9899326, 53.569852)), ((-2.050228, 53.4878855), (-2.0496259, 53.4883477)), ((-1.9899326, 53.569852), (-1.9892699, 53.570404)), ((-2.0582049, 53.4853976), (-2.050228, 53.4878855)), ((-1.9892699, 53.570404), (-1.9435879, 53.6026116)), ((-2.0592671, 53.4852077), (-2.0582049, 53.4853976)), ((-1.9435879, 53.6026116), (-1.9422973, 53.6034461)), ((-2.0620191, 53.4844147), (-2.0592671, 53.4852077)), ((-1.9422973, 53.6034461), (-1.9394358, 53.6040307)), ((-2.0660092, 53.4837127), (-2.0620191, 53.4844147)), ((-1.9394358, 53.6040307), (-1.9390758, 53.604028)), ((-2.0737082, 53.4840276), (-2.0660092, 53.4837127)), ((-1.9390758, 53.604028), (-1.9349443, 53.6032785)), ((-2.0740453, 53.4840584), (-2.0737082, 53.4840276)), ((-1.9349443, 53.6032785), (-1.9270774, 53.6037869)), ((-2.088813, 53.4861934), (-2.0740453, 53.4840584)), ((-1.9270774, 53.6037869), (-1.924434, 53.6047659)), ((-2.0890739, 53.486213), (-2.088813, 53.4861934)), ((-1.924434, 53.6047659), (-1.9212419, 53.607051)), ((-2.0917558, 53.4860829), (-2.0890739, 53.486213)), ((-1.9212419, 53.607051), (-1.9198861, 53.6087244)), ((-2.0945913, 53.483954), (-2.0917558, 53.4860829)), ((-1.9198861, 53.6087244), (-1.9198162, 53.6088126)), ((-2.0952223, 53.4831214), (-2.0945913, 53.483954)), ((-1.9198162, 53.6088126), (-1.9183536, 53.6102885)), ((-2.0954522, 53.4829147), (-2.0952223, 53.4831214)), ((-1.9183536, 53.6102885), (-1.9182302, 53.6103879)), ((-2.0957797, 53.4826769), (-2.0954522, 53.4829147)), ((-1.9182302, 53.6103879), (-1.9134523, 53.6127515)), ((-2.0962299, 53.4824148), (-2.0957797, 53.4826769)), ((-1.9134523, 53.6127515), (-1.9132895, 53.6128126)), ((-2.0978755, 53.4816992), (-2.0962299, 53.4824148)), ((-1.9132895, 53.6128126), (-1.9075738, 53.6148723)), ((-2.0979768, 53.4816651), (-2.0978755, 53.4816992)), ((-1.9075738, 53.6148723), (-1.9073407, 53.6149521)), ((-2.0988182, 53.4813589), (-2.0979768, 53.4816651)), ((-1.9073407, 53.6149521), (-1.9066526, 53.6151608)), ((-2.0990311, 53.4812757), (-2.0988182, 53.4813589)), ((-1.9066526, 53.6151608), (-1.9065321, 53.6151973)), ((-2.0999386, 53.4808744), (-2.0990311, 53.4812757)), ((-1.9065321, 53.6151973), (-1.8918267, 53.6198272)), ((-2.1004105, 53.480663), (-2.0999386, 53.4808744)), ((-1.8918267, 53.6198272), (-1.8916156, 53.6199222)), ((-2.1059643, 53.4763273), (-2.1004105, 53.480663)), ((-1.8916156, 53.6199222), (-1.8899339, 53.6207399)), ((-2.1096893, 53.4746008), (-2.1059643, 53.4763273)), ((-1.8899339, 53.6207399), (-1.8897852, 53.6208127)), ((-1.8897852, 53.6208127), (-1.8859951, 53.6225785)), ((-1.8859951, 53.6225785), (-1.8840273, 53.6231661)), ((-1.8840273, 53.6231661), (-1.8773541, 53.6252828)), ((-1.8773541, 53.6252828), (-1.8744455, 53.6260571)), ((-1.8744455, 53.6260571), (-1.8676874, 53.6270906)), ((-1.8676874, 53.6270906), (-1.8675488, 53.6271093)), ((-1.8675488, 53.6271093), (-1.8579034, 53.6292165)), ((-1.8579034, 53.6292165), (-1.8577128, 53.6293149)), ((-1.8577128, 53.6293149), (-1.8565968, 53.6299473)), ((-1.8565968, 53.6299473), (-1.8564281, 53.630057)), ((-1.8564281, 53.630057), (-1.8515809, 53.6334337)), ((-1.8515809, 53.6334337), (-1.8511057, 53.6337451)), ((-1.8511057, 53.6337451), (-1.8381571, 53.6391392)), ((-1.8381571, 53.6391392), (-1.8380719, 53.6391672)), ((-1.8380719, 53.6391672), (-1.8298012, 53.6416931)), ((-1.8298012, 53.6416931), (-1.8263468, 53.6422032)), ((-1.8263468, 53.6422032), (-1.8150009, 53.6418511)), ((-1.8150009, 53.6418511), (-1.8029913, 53.6439204)), ((-1.8029913, 53.6439204), (-1.798796, 53.6435108)), ((-1.798796, 53.6435108), (-1.798619, 53.6434883)), ((-1.798619, 53.6434883), (-1.7982634, 53.6434408)), ((-1.7982634, 53.6434408), (-1.7950026, 53.6434273)), ((-1.7950026, 53.6434273), (-1.7932357, 53.6436216))]",124,Gauge 6,5211,5080 (97.5%),131 (2.5%),0 (0.0%),0.67,5.5
